Z1,Z2,Z3,A,Y
2.100255136478842,-0.28464160014751044,-0.9688030984811273,1,0
0.12015895248162915,-0.39407887432341,-0.6123262491854714,1,1
0.6172031097074192,0.30738252056800447,1.4785911527107454,1,1
0.3001703199558275,-0.3806585628739328,0.28528532186910927,1,0
-0.35224984649351865,-0.31902858702408765,-1.5978643800190582,0,1
-1.1425181980221402,-0.7077823718694449,-1.0604520525543768,1,0
-0.3493427224128775,-0.744387173972339,-0.19996234163923443,0,0
-0.2088942333747781,-0.4786940214435039,-0.24102803380429255,0,1
0.5866231911821976,0.26776187764101833,0.3866441817770572,1,1
0.8389834138745049,0.6376656552075269,0.8740352717106246,1,1
0.9311020813035573,0.2610730014309289,-0.34432097344856255,1,0
0.2855873252542588,-1.4624301460504945,-1.1469035525818527,1,1
0.8851411642707281,1.1655109573668359,-1.0932277900801617,0,1
-0.7543979409966528,2.854424081449873,0.21274867037859296,0,1
1.2528681552332879,-0.2941322764191997,1.004515844122796,0,1
0.512929820418009,-1.0428973911463062,-0.9015913318424867,1,0
-0.29809283510271584,0.2290677213338578,-0.5858458968985749,0,1
0.48851814653749703,1.165685581376567,0.29178111789174743,1,0
-0.07557171302105573,-0.4748543480554276,0.26377475501068165,0,0
1.131629387451427,0.7142283978552979,-0.9091366300696891,0,0
1.5198168164221988,0.03185317779867461,1.1609690417674372,1,1
2.1855754065331614,1.3097339728019273,1.0602453892854689,0,0
-1.3964963354881377,0.5428127306874234,1.916716131928977,1,1
-1.4441138054295894,0.37179529422214014,-0.4626777013655682,1,1
-0.5044658629464512,-1.579588706869521,-0.018642620012047334,1,1
0.16003706944783047,-0.3959056184412214,-1.5614921668266226,0,0
0.8761689211162249,0.35412546752638735,0.12124859064832484,1,1
0.31563494724160523,2.2623350803625613,-0.5974636515864014,1,1
-2.022201215824003,0.8236822337530323,-0.04485820433290969,0,1
-0.3062040126283718,0.49477476717099417,0.4961544543013224,0,1
0.8279746426072462,-1.1310962046441004,-0.07080523991454875,1,1
0.2300947353643834,-0.20180470572320147,1.0650599524133648,0,0
0.7620111803120247,-2.0399519098315877,0.5786612402592917,1,1
-0.22232814261035927,-1.5434057322746921,-0.8258000271741843,0,0
-0.20075806892999745,-1.0498205800565703,-0.5180173756121951,1,1
0.1865613909882843,-0.8491494942303506,-0.4818548234161313,1,1
0.4100516472082563,-0.49471278275123337,-0.21012349137380057,1,1
0.19829972012676975,-1.1274302321090717,2.3842747780612803,1,1
0.11900864580745882,0.0913119397300332,0.611553861363112,0,1
-0.6706622862890306,-1.2215422415149229,-0.6734136458299917,1,1
0.3775637863209194,0.6851826699510193,-0.3250548626141873,0,0
0.12182127099143693,-0.8240433071965242,0.7518560979076839,1,1
1.1294839079119197,-0.19681032292517966,-0.14217293298842715,1,0
1.198917879901507,-0.290679543399403,-1.440946391539784,0,1
0.18515641748394385,-0.8872641128693327,1.8251986312593067,1,1
-0.3752849500901142,0.517634097863364,0.43710004881182885,0,1
-0.6387304074542224,-0.7910742939430443,-0.5279995182333574,0,0
0.4234943540641129,0.37130930950073193,-0.5332719173783129,0,0
0.07734006834855942,-0.5816803753987594,-0.39850046890780355,1,1
-0.3438536755710756,-0.008123327573901473,0.3646318917752783,0,0
0.04359685683424694,-0.5777059547648181,-0.15717026288856198,0,1
-0.6200008439481295,1.6348441513221794,0.5386508119631729,0,1
0.6980320340722191,0.8952442101204188,0.975631159225274,1,1
-0.4471285647859982,2.730845310926887,-1.4610558777164118,0,0
1.2245077048054989,-1.3746465752849029,1.474778601742792,1,1
0.4034916417908,1.7678781377794517,1.2037344940738084,1,1
0.593578523237067,0.41025330935413823,0.7326163888874819,0,0
-1.0949118457410418,0.6229306333075776,0.8442079778409886,0,1
0.1693824330586681,0.011056783830086417,0.9119479636810957,0,0
0.7405564510962748,0.07186045964925332,1.4760945518139053,0,1
-0.9537006018079346,-0.3025017586293755,-1.4913020551223002,1,1
-0.26621850600362207,0.9433656847579854,-0.9622857997701391,0,0
0.03261454669335856,-0.014422991351783166,-1.6597241247387458,0,0
-1.3731173202467557,0.8030500596924891,1.549529969323473,0,1
0.31515939204229176,0.3269113507269442,-0.24367560673398567,1,1
0.8461606475850334,1.9109575594855301,0.9732382947723675,0,0
-0.8595159408319863,0.36507609425519927,0.2482596007003702,1,1
0.35054597866410736,1.2087160261196466,-0.8097405191392606,1,1
-1.3122834112374318,-0.32322161751507067,-0.2305830438713767,1,1
-0.03869550926605112,-0.683521692504047,0.0706110607792028,0,1
-1.615772354703295,0.3226120752750607,-0.05864295565021267,1,0
1.121417708235664,-0.11411048949202153,0.11708493987508292,0,0
0.4089005379368278,-0.1201766622675142,0.7897491523676924,1,1
-0.024616955875778355,-0.3095742009301616,0.2672204868584093,0,1
-0.7751616191691596,-0.4355264081157916,0.5688781182440622,0,1
1.2737559301587766,1.808706676562714,0.7109355766636234,0,1
1.9671017492547347,-0.8117459737157127,1.018599376148592,1,1
-1.857981864446752,0.2530804650853014,1.6010615155524173,0,0
1.2361640304528203,-2.0931010733828006,-1.3047981483665745,0,0
1.6276507531489064,0.8415458829002661,0.03482189210184916,1,0
0.3380116965744758,0.5144864902549803,0.770946262018261,1,0
-1.1992680323351859,1.0073832298535974,-0.5477096184470992,0,0
0.8633453175440214,-0.6618141954211593,-0.9148954313201971,1,1
-0.18092030207815046,-1.556646434368118,0.20266915684644674,0,1
-0.6039206277932573,-0.32543767657894357,1.3266210324350673,1,1
-1.2300581356669618,2.402776772865409,1.8506624743901505,0,0
0.5505374959762154,-0.12240444742822708,-2.259983744537902,0,0
0.7928068659193477,0.36362805642243035,-1.2286066816973584,0,0
-0.6235307296797916,-0.28256014453962086,-0.5533912574667457,0,0
0.5205763370733708,0.8663751712028984,0.6448581491217238,1,0
-1.1443413896231427,-0.9900766440633557,-0.041598475662399034,0,1
0.8018610318713447,0.10419794126511743,-0.23204950287208914,1,1
0.04656729842414554,0.2635174183816332,0.07113622193764489,1,1
-0.18656977190734877,1.2759311416677337,0.015269109975719418,0,0
-0.10174587252914521,1.708760253981617,1.541335923747519,1,1
0.8688861570058679,-2.2415439754566293,0.030272679219046625,1,1
0.7504116398650081,-0.23896293419781542,1.442919922521535,1,1
0.5294653243527092,-1.522009764600076,-1.3979853183549458,1,0
0.13770120999738608,-0.7333734080134662,0.7311915860414809,0,0
0.07782112791270591,0.6670238636279717,-0.2799441243198515,0,0
0.6183802619985245,1.1550793414422744,-0.03022914379129405,0,0
0.23249455917873788,1.2372786859661609,1.5100990648036479,0,0
0.6825514068644851,-1.8809251243967673,-1.3838703877465026,0,0
-0.31011677351806,-1.3440300707946018,0.8615129714068407,0,1
-2.434837764107139,-1.2869851127939775,-1.1703575348866604,0,0
1.038824601859414,-0.783003666406041,2.001050636659164,0,1
2.1869796469742577,-0.02907076034749695,-0.319479229893385,1,1
0.44136444356858207,0.47115442728763857,0.5458048887674155,0,0
-0.10015523328349978,-0.05462760852406734,1.2128673557969862,0,0
-0.13644474389603303,-0.40338534253941755,0.17212036064948008,1,0
-0.11905418777480989,1.2453451186587075,0.08222030586440375,1,0
0.0174094083000046,-0.9768218004242294,-1.4268281506968608,1,0
-1.1220187287468883,-0.2792349316617008,2.054421923050737,0,0
-0.5170944579202278,-1.1921424156367675,0.1899265644221967,0,0
-0.9970268276502627,-0.5456929438378398,-0.13852003722085934,0,0
0.2487991613877705,0.6241171223829248,0.6201428986921833,0,0
-0.29664115237086275,-1.842117005932342,1.6581316966343396,1,1
0.4952113239779604,-0.6653267208386037,-0.18646005870694118,1,0
-0.17470315974250095,-0.6146621549297185,0.9192200980700631,0,0
0.986335187821242,-0.4268083764705375,0.0023932576781999773,1,1
0.21353390133544178,-0.008986513677678182,0.8593687438491069,1,1
2.1906997289697334,-0.48680162185973846,-1.0991987247444421,1,1
-1.8963609228910925,-0.6508994105953714,1.4659267909702665,0,1
-0.6469166882549082,-0.09798288272212381,0.4704814190340267,0,1
0.9014868916487112,-0.1678258653172414,0.7189188989193162,1,1
2.528325706806398,-1.6043423494103395,1.3193801585082348,1,1
-0.24863477771546005,-1.7791997219666382,0.047675324567417854,1,1
0.0436689931783892,-0.572561040923303,0.754169945305038,0,1
-0.22631424251360568,0.6999460417348445,0.3251379689336849,0,1
1.3314571125875918,-0.1967062580739608,-1.5038057474553042,1,0
-0.2873078634760189,-0.7464519372562796,1.1508503790782112,0,0
0.6800698398781047,0.9377481325562743,-0.40852562716843976,0,1
-0.31980159889867127,-2.6254012368939708,-2.0451233831245026,1,0
-1.2725587552459943,0.7461648341620567,-0.072875714001676,0,0
0.31354772046343216,0.6741100153777078,1.3419401870846512,1,0
0.5031848134353261,1.014267499724631,1.057059513304029,1,1
1.2932258825322618,-0.08071423288554742,-1.3877027870616823,1,1
-0.11044702641731635,-0.22164773467214852,0.2525935327123794,0,1
-0.617362063712361,-0.6463591105462971,1.09925705495202,0,1
0.5627610966190263,1.3740846573463816,0.7461786569382755,0,0
0.24073709223773224,-0.9129105279063023,0.3723900730638666,0,1
0.28066507712263905,0.47971117732253726,-1.85749618576136,0,0
-0.07311270374727777,0.7423667535074064,0.8339596184806921,1,0
1.1603385699937696,0.2315478931941385,-0.04226256399355845,1,1
0.36949271637572373,-0.9069637390430454,1.4862973817405902,0,1
1.9046587083409814,2.481945243126508,0.32600588631227995,1,1
1.1110566985605048,0.22661946090983073,1.3037071037575418,1,1
0.6590497961002102,-0.13791623632239128,0.7268615067360362,1,1
-1.6274383406162574,-0.5415492424094769,-1.106337741018664,0,0
0.602319280295629,-0.8045919992420808,1.4905551043659444,1,1
0.42028220364705954,0.9306273854412532,0.1236776261186852,1,0
0.8109516728035557,1.54306520976123,-1.7819080501170763,0,0
1.0444420947072588,1.3817869000149154,0.4362590601323565,1,1
-0.40087819178892664,-0.1666687579321641,-0.4748645721130552,0,1
0.8240056184504077,-1.6585828743443016,0.9242388076546483,1,1
-0.5623054310190898,-0.55434915756131,0.7462162872846552,0,0
1.9548780750090344,0.5066834716192415,-0.2928203281475375,1,1
-1.3319516665172482,0.1524758118866934,0.5176890456668323,0,0
-1.7606885603987834,-0.3723811374751681,0.1850657920550866,0,0
-1.6507212658240997,-1.117046036618956,1.3890745182960835,0,1
-0.8905555841630483,-0.4278147299180876,0.6479429288425755,0,0
-1.119115398559728,0.9391838089620753,-0.8174940701406819,0,1
1.956078903703642,-0.9207099117320596,-0.7504505047179013,1,1
-0.32649949807818424,-0.44263734234542784,-1.8429082680912356,0,0
-1.342675789377436,0.6806536903877657,-1.0713283194864736,0,0
1.114382976779792,-1.0361738062930947,1.362806886438752,1,1
-0.5865239388215925,-1.7511132117206192,-0.755542288704091,1,0
-1.2368533765413974,0.5341430754067238,0.31522133886485254,0,0
0.8758389276492995,0.6998326989490686,1.9943423008135683,1,1
0.6233621765780327,0.2128310697752208,-1.073064242879445,0,0
-0.4349566829552277,-1.4431207389169283,-0.4632482861431782,1,1
1.4075400002412286,-0.12563068159437316,1.3361050712363152,1,1
0.12910157971072544,1.576356300549308,-0.25455221077857787,1,0
1.6169495988573002,-1.436538360196314,0.7947115469085684,1,1
0.5027408819999043,0.27732605230790425,-0.29331928688889225,0,1
1.5588055406198593,-0.5646120048000484,-0.5339577262454085,0,0
0.10940269642542817,0.2102316213852721,-1.0690346807510362,0,0
-1.2197443969790325,-1.2128121033370205,0.5746004189521386,1,0
2.449368649061397,-1.6837009257584306,-1.0495766375316329,1,1
-0.5457741679825677,0.5489390145407819,-0.02506410713926233,1,1
-0.19883786288889674,0.13308961600336183,0.06940790317061729,0,1
-0.7003985049212547,0.23336610935249388,0.04280656615546155,0,1
-0.20339444896455844,-1.4844070781496406,-0.5674808934924946,0,0
0.24266944108179458,0.4318844486536272,-0.0900783783718667,0,0
0.20183017887400403,1.2678516869134757,0.9049647993909701,0,0
0.6610202875986929,-0.5403869944075385,-0.8829756912081672,1,1
1.792158208975567,0.33649065688757945,-0.9062150120563004,1,1
-0.12046457178850745,-0.5004789655787568,-1.4906809713501823,1,0
-1.2331207354464266,0.8905863173378695,-0.13321320225264127,0,0
-1.1823181265096336,-0.8264977977688643,-0.3406622537722018,1,1
-0.6657545181991266,-0.12521244222951217,0.33789171743264274,1,0
-1.674195807618932,0.8569187451258417,0.7909007033900651,0,0
0.8250298244389859,0.46182942884316486,-0.27673728747320664,1,1
-0.4982135636310781,-0.9493471503893439,0.5335339799279253,0,0
-0.3109849783028509,-0.038844140607749565,0.4316874190650779,0,1
-0.0018914828380037015,2.3723965396023985,-0.3304327587653079,0,0
-1.396620424595432,-0.09893695253597969,1.7824166712782294,1,1
-0.861316360776042,2.26785906460104,-0.11480091581418818,0,0
0.6747115256879723,-0.40394715058470737,-1.7713909722866559,0,0
0.6185391307862933,-0.5936949518477992,0.869449654549643,1,1
-0.4431719307006379,0.3266758513115201,0.46652171721603214,0,1
1.8105349141254563,1.180114292100294,0.9544124025876969,1,0
-1.3057269225577375,-0.9273270626546964,0.5015187022059591,0,0
-0.3449872101549792,-0.2727126664791072,0.7980306465115344,0,0
-0.2308397431354693,1.8327726930727648,-1.8633626893439927,0,0
-2.79308500014654,-0.2472077540363669,0.6249921964113038,1,0
1.9375288136160798,1.2102900751373225,0.319401657814631,0,1
0.36633201454005826,2.070525532500239,1.2394385523776987,0,0
-1.0445893819077916,-1.9893348874675274,-2.283032082145759,0,0
2.0511734428574444,0.09152687978818572,-0.26705931938173133,1,1
0.5856620001723825,-2.3763995593672247,0.5968790652988548,1,1
0.4295261400219645,-1.8182197703262757,-0.6014203568701888,1,1
-0.6069983982000461,-0.23202654341136567,1.6090824601360625,0,1
0.1062227240352178,1.2568114740264296,-0.26661339254549354,1,1
-1.5256803162293577,-0.622313444969669,-0.9514670928278663,0,0
0.7950260944248447,1.4898874155284085,-0.36207511769567474,0,1
-0.37443831884322065,-0.07539034725341333,-0.5309510828844174,0,1
0.13404819655462313,0.2873306288147438,-2.290841934297262,1,0
1.2020548621997058,-0.010210510753002494,-1.1209035960724316,1,0
0.28474811084905816,1.1518110654688392,-1.2374729298027063,1,0
0.2624674454632688,-0.08040212561668558,0.1601773079733059,0,0
0.27649930482218366,1.267674653646392,1.8090119479707756,1,1
-0.7332716038953129,-0.8662202538130462,-0.843998702858653,0,0
0.8360047194342688,-0.8603307046440616,-0.40215241469970714,0,0
1.5433591108044837,-0.17384622394707894,-0.09987969131078042,1,0
0.7588056600979309,-1.140832077125066,0.9591175221783498,0,0
0.8849088144648833,-1.1271698811026691,-0.4736693239752031,1,1
-0.8772815189181883,0.5842929150656363,1.6771624842327453,0,1
-0.8677872228729256,0.21154549451546287,-1.3346225409888655,1,0
-1.44087602429184,-1.030185249350556,0.1325872567306159,1,0
1.232253070828436,1.185758467131987,-1.1800347241749076,1,0
-0.2541798676073683,-0.5658699215057054,-0.864032159833435,1,0
1.3998439424809859,0.24915230726206045,0.1845870328220767,1,1
-0.7819116826868007,-1.178783700330632,1.1101642642203884,1,1
-0.437508982828581,-0.47349983097016346,-0.54109172364288,0,0
0.0954250871912577,1.0643399820126678,0.1419491429743763,0,1
0.9214500686595114,1.2675053082978656,0.4680327850286816,1,0
0.060750195799506745,-1.0783008485887222,0.38747881674233847,1,1
0.21112475500771674,-0.4960347287809361,0.008976161174537988,1,0
0.01652756730561561,-0.46316826431359304,0.03979925590686119,1,1
0.17718772027596041,-0.604629560018441,0.1879820537470738,1,1
-1.1164700178847444,0.82068838010858,-0.3763319541179932,0,1
0.0809271009732786,-0.3809065109005979,-0.8457688363606941,1,0
-0.18657899351146628,1.3161570416039154,0.29054932573134074,0,0
-0.0568244808858473,-1.6340002978626542,0.555690039633466,0,0
0.4923365559366488,0.47767742812052455,-0.2059465888110185,1,1
-0.6806781410088858,0.9794150838739732,-0.6456264143846261,1,0
-0.0845080274046298,-0.8139158596265366,1.5332451892702035,1,1
-0.2973618827735036,-0.31344425595177766,0.03779079602033307,0,0
0.41730200497486253,-1.1416809622444002,0.13579386345401676,0,1
0.7847706510155895,-0.7824529129912984,0.6458166295151015,1,1
-0.955425262373689,-1.0150028176610495,-0.5956847051189611,1,1
0.5859104311026155,1.0715492610425692,-2.3582485750848856,0,0
2.0657833202188343,-0.8518659417366068,0.1440754691409494,1,1
-1.471156925832625,1.7285817865734918,1.5059713968028137,1,0
-0.830171895315114,1.1712792168639612,-0.12409358112162656,1,1
-0.880577599844171,-0.6149411623133881,-1.3112941521812331,1,1
-0.27909772154329027,-0.18323107607309638,-0.7955440078185484,0,0
1.622849085954001,-1.3350557642282628,-1.268046581013618,1,1
0.013352676347176594,-1.7472100315950863,-0.10032987145187648,1,1
-0.6946935952872263,0.8160647726735094,0.2206980784966734,1,1
0.6218035043055724,0.47623033863350317,0.3174721150229874,0,1
-0.5998045310708474,0.23507825465674098,1.428437867342062,1,1
1.1234121620219353,1.4286927537235694,2.091821477316819,1,1
0.30526704024401075,0.043412070237931595,-0.8513298193673111,1,0
1.3887793963702684,-0.12689445053493797,0.8066852610917494,0,1
-0.6613442431530187,0.03459810965932434,-1.0761170153356907,0,0
3.0308571123720305,1.1848198663133733,-0.6396376779956662,0,0
0.8245846250334574,-1.3095243349282804,1.2602272529927405,1,0
0.6545801525867004,-0.18680200115105344,2.2471498532810883,0,1
-0.05118844760766421,1.9693263434951351,-0.4899201521756487,1,1
-0.7255971191344275,0.15006535505015656,-0.27197638160041887,0,1
-0.8677686776235903,-0.5240648775821056,0.4640948808251082,0,1
-0.13597732610058932,1.7846660034005608,0.20956570003719285,0,0
-0.7972697854931297,0.03190782050615015,0.4435333706237537,0,1
0.28267571224842025,1.1212879431037142,-1.1340089242119362,1,1
-0.8260974318473202,-0.36573796660155256,-0.2748852100424627,0,0
0.6210827008390084,0.7798441707370136,1.0176823055830135,1,1
0.9561217041246964,-0.412654489111692,-0.5183959872221544,1,1
-0.7058405074022839,0.5211703790230562,-1.082912278653135,1,1
1.1926860677546935,0.9431566227275932,0.9229799681643909,0,0
-0.23794193575218264,-1.2187731545487699,1.4844882018491348,0,1
1.1552878860882252,-0.6661770170772346,-2.181552926344445,0,0
0.43816634729123755,0.4724271759754098,-0.8687489888291152,1,0
1.1223283216570923,0.6612909743604697,0.936484218947528,1,1
-0.9970197955296825,-0.3620226143610252,-0.8393686385611859,1,1
-0.10679398677922511,0.8768080657831471,0.25742704796697147,1,1
1.4514292605909354,1.694051310938364,0.2946678210304889,0,1
-0.6180368476815788,-0.3763598928082924,0.31062810489120735,0,1
-2.037201225680795,-0.919974651784851,-0.16357231532075747,0,0
-1.9425891814764555,0.3971117017865891,-0.2643639604318018,0,1
-2.506440652676061,-0.07204106177029108,1.7458093320068335,1,0
-2.114163921916826,0.2053170170747,-0.9605005368387538,0,0
-0.4116391631884825,1.132064944178521,1.0113369093102056,1,1
1.2785280828417216,-0.30008131875103256,2.798819406720792,0,1
-0.442229279513173,0.9458668419844736,0.9162723812585671,1,1
0.3235273536014322,0.9685736667407622,1.7620609536640737,0,0
-0.10999149016360682,-0.5777798018082023,0.4760315653298355,0,0
0.008548945436024693,-1.6328431855354073,-1.647663207590398,1,0
-0.16819883974471597,-1.7430758281556602,0.18207252086914877,1,1
-0.1741803443079907,1.4079826656833931,0.18457663480976993,0,1
0.46116409997701746,3.1320297281405054,1.6811267572685475,0,0
-1.1759826714413153,0.463812767429276,0.5143337692171632,0,1
1.0101271773347245,0.5544946608932587,0.6267363743879196,1,0
0.9200179332477632,0.7992161441378426,0.04217515721357891,1,0
-0.19505734087590118,-0.2535925832993762,0.03370050391433157,1,0
0.8053934242321815,0.08769063441068409,0.6783211761770993,1,1
-0.7013444262571769,-0.6609516613240971,0.3272792126240353,0,0
-0.5372230238753384,0.5495704580547044,-0.9545209373683272,0,1
0.15626385027008358,0.7719333344980265,0.8560591104646174,0,1
-0.19022102508486186,0.6919213997606164,-0.33201786797751015,0,0
-0.44873803267162277,-1.1100088771060628,0.8902845482139154,1,1
-0.6724480387865963,1.332051379766664,-0.4274280353329161,1,0
-0.5574947217860433,0.6487896399245218,-1.3753303804161292,0,1
0.9391687441964878,-0.0006043937659075793,0.8904952331990863,1,1
-1.9433234056683528,0.12880169473013406,-1.687768035779584,0,0
0.352494364369333,-1.1781648471827786,0.7793043000862475,0,0
-0.2364369518129867,-0.07410416990421417,-0.9443739812536445,1,1
0.7278134999996488,-0.04628577803405205,-1.5074006525833792,1,0
0.5150736136393657,1.2569170774250717,0.573654927507746,0,0
-2.7825344676529227,0.05606708867516047,0.049497844047028124,0,0
0.5846466104774262,-0.1257316566394523,-0.8626025634848127,1,1
0.32427424344842104,0.0493797130880062,0.7922292051860897,1,0
0.02186283662655242,0.05046720850090032,-3.2820787963106177,0,0
-0.46867381627789134,-0.6025696357683812,-0.6680410898594403,0,0
0.8532812219556223,0.4343255221638226,-0.7923436111999272,0,1
-0.4130293097110322,-0.7515313352664191,0.06844065991980555,1,0
1.8347176266496867,-0.3745065105449588,-0.7542524714821893,1,1
0.5643828554943137,-1.5753469860526372,0.7779337280119655,0,0
2.1378280674394823,0.3046129579792284,0.36692437692861474,1,1
-0.7855339969202355,0.0775103579734125,-0.30495099772074535,1,1
-1.7559256402328518,-1.0060557638893313,0.8579120424112278,0,1
0.7147895974858154,-0.44406773296387675,0.5229893724178676,1,1
0.8527040617252863,1.161141997017407,-0.3842652008454571,1,0
0.03536009705475734,-0.26909022946786393,0.16392166937315028,0,1
-1.5387932457446432,-1.6630512774057213,-0.24695580351329494,1,0
-0.4478951847161186,1.636129909907478,2.0374886902707185,0,0
0.6179855339203347,1.320057347640265,-1.06826475323946,0,0
-0.18417632565374534,-0.08903522770524641,1.3064652964193144,1,1
-0.11598518547239624,-0.500469023962893,0.08014472901889105,0,0
-0.1754589686617526,-0.9356249358244432,-0.6865790397614097,1,0
-0.9339146556265013,-0.11947187699733453,0.10738805672085878,1,1
-0.5330203260835993,-0.08780980721495113,-1.1230513835868263,1,1
-1.426555420520532,-1.4780231639952388,0.744107790739354,1,1
1.7679599483110264,0.12524021244455663,-0.9391578918432971,0,0
-0.47537287513798193,0.1958323372083993,-0.35406842442777825,0,1
0.47761018181755716,0.8867550518036615,0.4374368936201392,1,0
-1.0218859446413096,0.013923503548788591,0.3472006374071508,0,0
0.7945282396010824,-2.094380668770559,-0.4447199349356114,1,1
-1.8731609776353015,-0.38552147672130493,0.255798767032672,0,0
0.9206151180549562,-1.4089727696622818,1.2507167443418685,1,1
-0.03536792487871091,0.07644146512073349,0.20782469401317238,0,0
2.1106050536007097,-0.4124966462866145,0.2789230243946236,1,1
-1.3065340728440185,0.48278998291132824,-1.3707875292597866,0,1
0.076380480159592,0.6660297135522745,0.9686442335967913,0,1
0.3672318138838646,0.1049098493321815,-0.9145025069384702,0,0
1.2328991923762367,-1.5635051172713181,-0.3269405027013087,1,1
-0.4228569613907754,0.9586428518567653,0.4505785074043974,0,1
0.08646440652428741,-1.5419722959875868,1.0854450675606124,0,1
-2.1424667290773685,-0.31801727858165735,1.227905028586284,0,0
-0.830168864022708,-1.4227698444595347,-0.3209923182095337,1,1
0.45161595055524156,-0.16954083741309728,0.49671025808487174,1,0
1.1041743263032135,1.461577556220121,-0.680155698025174,0,1
-0.28173626906561283,0.7499861886718074,1.821525230812369,0,0
2.0563555231982935,0.33823145580942365,0.33308330264124225,1,0
1.7602492264490932,-0.31517090032634043,-0.4675783270693093,1,1
-0.06065249177480989,0.4714376263759572,-1.7272592948429353,1,0
-2.4135030011737877,-1.745281664977003,1.1023575364665803,0,1
-1.7775663758059874,-1.278286640982591,0.8353659852927177,0,0
-0.7778588266274128,0.7563028787960495,-1.4454460506317808,0,0
1.1158411079241686,-0.42915602426147237,0.3838075566346476,0,1
0.3102722877837673,1.2821852426397582,-0.27413153207444035,0,1
-2.094247816222812,-1.3279851010883483,0.7820624276558585,0,1
-0.2287658288701624,1.3850317843820477,-0.5388843087108207,1,1
1.6133613745631152,0.29538334246959597,-2.5620391562870264,1,0
-0.3748046873026527,0.6890912036338468,0.949075793296422,1,1
-0.7499696172756662,0.33076730029604917,-1.0765815675460062,0,1
2.054624102518116,3.0127545682372325,-0.4446624864238076,1,0
0.05340953679834792,-1.0985829626300876,-0.24886743810130674,1,1
-0.4791570987860799,-0.7721627562691966,-1.8741126479388495,1,1
0.3501671588282789,-0.7137588103418355,-0.8720462833509376,0,0
0.017164726374088564,1.714236727062912,-0.798092691715614,0,1
-0.42914227823509377,0.4848296409809139,0.33087051927462263,1,0
1.208456328551963,0.04077781496220033,-1.0359463301374616,1,1
1.1157018027844863,-1.6762648007006986,1.689255579777799,1,1
0.8408615581411037,0.8883685009368364,-0.33275656900246736,0,0
-0.1028872175735376,0.956175736069192,-0.10548546124235597,0,1
1.146900376399483,1.8481918350078714,0.21412163414091084,0,0
